english,farsi
paper rack,جاپا کتي
paper rack,جا کاغذي
paper work,کار نوشتني
paperwork,کاغذ بازي
papier mache,کاغذ مچاله
papilla,پاپيل
papilla,استطاله بافتي
papilla,پت
papilla,نوک پستان
pappus,کاسه گل
papyrus,پاپيروس
parable,داستاناخلاقي
paraboloid,قطع مخروطي
parachute,پاراشوت بکار بردن
parachute,پاراشوت
parachute,چتر نجات
parachuting,چتربازي
parachutist,چترباز
parachutist,چتر باز
parachutist,چترباز
Paraclete,فارقليط
parade,جولان
parade,رژه
parade,سان
parade,اجتماع مردم
parade,ميدان رژه
paradise,رضوان
paradise,فردوس
paradise,پرديس
paradise,جنان
paradise,عدن
paradises,جنات
paradize,بهشت
paradox,بيان مغاير
paradox,اضداد
paradoxical,مهمل نما
paraffin,پارافين
paraffin wax,پارافين جامد
paragon,نمونه کامل
paragraph,پرگرد
paragraph,پاراگراف
paragraph,قسمت
Paraguay,پروگوئه
paralized,افليج
parallax,اختلاف منظر
parallel,متوازي
parallel bars,پارالل
parallel operation,عملکرد موازي
parallel processor,پردازنده موازي
parallel storage,انبارش موازي
parallel with,در حاشيه
parallelepiped,منشور متوازيالسطوح
parallelism,موازات
parallelism,توازي
parallelogram,متوازيالاضلاع
parallelogram,متوازي الاضلاع
paralysis,سکته ناقص
paralysis,لقوه
paralysis,فلج
paralytic,فالج
paralytic,افليج
paralyze,از کار انداختن
paralyze,لنگ کردن
paralyze,فلج کردن
paralyzed,لمس
paralyzed,فالج
paralyzed,مفلوج
paralyzed,فالج
paramedical,پيراپزشکي
paramedics,پيراپزشکي
parameter,پارامتر
parameter,پارامتر نشاني
parametric,پارامتري
paranchyma,پارانشيم
Parand,پرند
paranormal,فوق طبيعي
parapet,ديواره
paraph,امضاي مختصر
paraphrase,تاويل کردن
paraphrase,تاويل
paraphrase,نقل بيان
paraphrastic,تاويلي
paraphrastic,تفسيروار
paraplegia,فلج پا
paraplegia,پا فلجي
parasang,فرسخ
parasang-six kilometers,فرسخ
parasite,سور چران
parasite,پارازيت
parasite,صداي مزاحم
parasite,انگل
parasite,طفيلي
parasitic,انگلي
parasitic,پارازيتي
parasitism,زندگي طفيلي
parasitism,کاسه ليسي
parasitism,سور چراني
parasitize,طفيلي شدن
parasitology,انگل شناسي
parasitology,انگل داني
parasol,چتر زنان
parasol,چتر آفتابي
Parastu,پرستو
parathyroid gland,پاراتيروئد
parboil,جوشانده کردن
parboil,نيمه پختن
parcel,بسته بندي کردن
parcel,رزمه
parcel,امانت پستي
parcel,بسته
parcel,دربسته گذاشتن
parcenary,هم ميراثي
parcenary,شرکت مشاع
parch,نيم سوز کردن
parch,تفتيدن
parch,سوخته کردن
pardon,فرمان عفو
pardon,آمرزيدن
pardon,عفو کردن
pardon,حليت
pardon,بخشش
pardon,آمرزش
pardon,بحل
pare,سرشاخه چيدن
paregoric,تنتور مسکن
parenchyma,مغز غده
parenchyma,بافت اصلي
parentage,نسب
parental,والديني
parenthesis,پرانتز
parenthesize,پرانتز گذاردن
parenthetical,معترظ بودن
parenthetical sentence,جمله معترضه
parenthood,وظايف والدين
parenthood,مقام والدين
parents,اولياء اطفال
parents,اولياء
parents,والدين
parget,گچ کاري
Parham,پرهام
parhelion,عکس خورشيد
Pari,پري
Parichehr,پريچهر
Parid,پاريد
Paridokht,پريدخت
parietal,جداري
parietal bone,آهيناه
Parinaz,پريناز
Pariru,پريرو
Paris,پاريس
Parisa,پريسا
parish,اهل محله
Parisian,پاريسي
parity check,بررسي توازن
parity checker,توازن سنج
Parivash,پريوش
park,درماندگاه اتومبيل
park,پارک
park,شکارگاه محصور
park,گردشگاه
park,پرديز
Parker,پارکر
parking,پارکينگ
parking,ماندگاه
parking area,توقف گاه
parking area,توقفگاه
parking lot,توقف گاه
Parkinson,پارکينسون
parkway,باغراه
parliament,دارالشوري
parliament,مجلس
parliament,پارلمان
parliament,مجلس شورا
parliament,کنگره
parliamentary,پارلماني
parliamentary,مجلسي
parliaments,مجلسين
Parniyan,پرنيان
parochial,ناحيه اي
parody,استقبال شعري
parole,قول مردانه
parole,عفو مشروط
parquet,باچوب فرش کردن
parquet,محل ارکسترنمايش
parquetry,منبت کاري
parricide,پدر کش
parrot,طوطي
parry,دورسازي
Parsa,پارسا
Parsila,پرسيلا
parsimonious,نظر تنگ
parsimony,کم خرجي
parsimony,نظر تنگي
parsimony,امساک
parsley,جعفري
part,جزو
part,بخش
part,جزء
part,حصه
part,قطعه
part,قسمت
part,لخت
part-manufacturing,قطعه سازي
Parta,پارتا
partake,بهره داشتن
partake,قسمت بردن
parthenogenesis,تناسل بکري
parthenology,باکره شناسي
parthia,پارت
Parthian,اشکاني
partial,غير منصفانه
partial,طرفدارانه
partial,پاره کسر
partial,موضعي
partial,جانبداري کردن
partial,طرفدارانه
partiality,جانب داري
partible,قابل افراز
participant,حاضر
participant,شريک
participant,شرکت کننده
participate,شرکت داشتن
participate,شرکت کردن
participate,حضور داشتن
participate,مشارکت داشتن
participate,مشارکت جستن
participate,مشارکت کردن
participate in a competition,غشه گذاشتن
participating,شرکت کننده
participation,اشتراک
participation,مشارکت
participation,شرکت
particle,ريزه
particle,ذره
particles,ذرات
particular,دربند
particular,مقيد
particular,بخصوص
particular,خاص
particularize,حالت ويژه دادن
particularly,عليالخصوص
particularly,بخصوص
particularly,اخص
particularly,بويژه
particularly,بالاخص
particulars,جزعيات
parties,طرفين
parties,احزاب
parting point,مقسم
partisan,پارتيزان
partisanship,هواداري
partition,انقسام
partition,افراز
partitioned real state,ملک مفروز
partly,دريک جزء
partly,يک چند
partner,انباز
partner,سهيم
partner,سهيم
partner,شريک
partners,شرکاء
partnership,شريکي
partnership,شراکت
partnership,مشارکه
partnership,اشتراک
partnership,مشارکت
partnership,مفاوضه
partnership,انبازي
partnership,تشريک
Parto,پرتو
partoid gland,غده بناگوشي
partridge,کبک
partridge,فرفير
parts,اعضا
parts,اجزا
parts,قطعات
parturient,بچه زا
parturient,کثير الاولاد
party,پارتي
party,خوش گذراني کردن
party,سور
party,مهماني
party,ضيافت
party,حزب
party,بزم
party platform,اعلاميه حزبي
partying,اهل ضيافت
Parvan,پروان
Parvaneh,پروانه
Parvin,پروين
Parviz,پرويز
pary,دعا کردن
Parya,پريا
pas,گام رقص
Pasadena,پاسادنا
pash,ضربت خردکننده
Pasha,پاشا
Pashtu,پشهتو
Pashtu,پشتو
pass,گدار
pass,عبور کردن
pass,مرور کردن
pass,پاس دادن
pass,رد کردن
pass,سبقت گرفتن
pass,پاس
pass,گذشتن
pass,گذراندن
pass away,در گذشتن
pass away,مردن
pass away,مرحوم شدن
pass over,عيد فطر
passable,قابل قبول
passable,گذرپذير
passable,قابل عبور
passage,گذر
passage,معبر
passage,منفذ
passage,گذار
passages,معابر
passages,فقرات
passageway,غلام گردش
passageway,مجري
passageway,گذرگاه
passageway,محل عبور
passant,سبقت گير
passel,گروه کثير
passementerie,گلابتون دوزي
passementerie,زينت آلات
passenger,مسافر
passenger,سرنشين
passenger aircraft,هواپيماي مسافربري
passenger jet,جت مسافربر
passenger service,مسافربري
passenger serviceman,مسافربر
passenger train,قطار مسافري
passer,گذرگر
passer,پاس دهنده
passer,گذرنده
passer-by,رهگذر
passer-by,راه گذر
passer-by,راه گذر
passer-by,رهگذر
passerby,عابر
passible,فساد پذير
passify a disturbance,غائله را خاباندن
passing,گذرا
passing,زود گذر
passing,گذرا
passing,گزر
passing,عبور
passing,در گذشت
passing,سبقت
passing world,دار فاني
passion,سوداء
passion,هواي نفس
passion,شهوت
passion,شور
passion,اغراض نفساني
passion play,تعزيه
passionate,سودائي
passive,بيبهره
passive,غيرفعال
passive,انفعالي
passive action,حرکت انفعالي
passive resistance,مقاومت منفي
passkey,کليد خصوصي
passport,گذرنامه
passport,تذکره
passport,وسيله دخول
password,اسم رمز
password,مفتاح کلام
past,گذشته
past,ماسبق
past,ماقبل
past,مافات
past,ماضي
past,ماوراي
past,ماسبق
past participle,اسم مفعول
past perfect,ماضي بعيد
paste,چسب
paste,خمير
paste,خمير
paste,نوعي شيريني
pasteboard,کارت ويزيت
pasteboard,ورق بازي
pasted,خمير زدن
pastern,بخولق
pasteurize,پاستوريزه کردن
pasteurized,پاستوريزه
pastil,مداد رنگي
pastile,مداد رنگي
pastille,مداد رنگي
pastime,کاروقت گذران
pastor,شبان
pastorism,شباني
pastry,باميه
pastry,شيريني
pastry,باقلوا
pastry,شيريني پزي
pasturage,چريدن در
pasturage,چرا گاه
pasture,چراگاه
pasture,چريدن در
pasture,مرتع
pasture,چراندن
pasture,چرانيدن
pastures,مراتع
pat,بطور مناسب
patagonia,پاتاگونيا
patch,جاليز
patch,پينه کردن
patch,وصله
patch,بند زدن
patch,سرهم کردن
patch,وصله کردن
patch,وصلهپينه کردن
patch cord,سيم رابط
patching,سرهم بندي
patching,وصلهکاري
patching,وصله پينه
patchwork,کارسرهم بندي
patchwork,وصله دوزي
patchwork,آش شلهقلمکار
patchy,وصله دار
patchy,وصله وصله
patchy,جور بجور
patent,امتياز نامه
patent,منشور
paternal,از پدر
paternal uncles,اعمام
paternalism,پدر سروري
path,معبر
pathan,قوم پاتان
pathetic,تاثرآور
pathfinder,بلد راه
Pathfinder Spacecraft,فضانورد رهياب
pathogenic,مرض خيز
pathognomonic,شاخص مرض
pathological,پاتولوژي
pathologist,مرض شناس
pathologist,آسيب شناس
pathology,آسيب شناسي
pathology,پاتولوژي
pathology,مرض شناسي
patience,طاقت
patience,حوصله
patience,شکيبايي
patience,صبر
patience,شکيب
patience,صبوري
patience,بردباري
patient,صابر
patient,بيمار
patient,مريض
patient,صابر
patient,باحوصله
patient,مريض
patient,پرطاقت
patient,بردبار
patient,صبور
patient,پرحوصله
patient,شکيبا
patient,ناخوش
patiently,صبورانه
patients,مرضي
patients,مرضا
patina,جرم سبز
patine,جرم سبز
patio,پاسيو
patio,حياط
patiot,ميهن دوست
patiot,هم ميهن
patois,لهجه عوام
patois,لهجه محلي
patriarch,ريش سفيد
patriarch,پدرشاه
patriarch,پدرسالار
patriarch,بزرگ خاندان
patriarch,شيخ
patriarchy,پدرشاهي
patriarchy,پدر سالاري
Patricia Murphy,پاتريشيا مورفي
patrician,اعيان زاده
patricide,پدرکشي
patricide,پدر کش
Patrick,پاتريک
patridge,تيهو
patrimonial,ارثي
patrimony,ماترک
patriot,وطن دوست
patriot,وطن پرست
patriot,وطن خواه
Patriot,پاتريوت
Patriot Missile,موشک پاتريوت
patriotic,وطن دوستي
Patriotic Union of Kurdistan,اتحاديه ميهني کردستان
Patriotic Union of Kurdistan of Iraq,اتحاديه ميهني کردستان عراق
patriotism,وطن پرستي
patriotism,وطن دوستي
patrol,پليس گشتي
patrol,گشتي
patrol,گشت
patroling,پاسباني
patron,مشوق
patronize,مشتري شدن
patronymic,پدر نامي
patronymic,پدر نامي
patronymic,نام خانوادگي
patsy,نازک نارنجي
patter,لهجه محلي
pattern,نقش انداختن
pattern,الگو
patterning,طرح ريزي
Paul,پولس
Paul,پل
Paul Breslin,پل برسلين
Paul Stanley,پاول استنلي
Paul Wolfowitz,پال ولفوويتز
Paul Wolfowitz,پل ولفوويتز
Paula,پالا
paunch,شکمبه
paunch,درشکم ريختن
paunch,محتويات شکم
pauper,بي نوا
pauper,گدا
pause,مکث کردن
pause,درنگ کردن
pause,وقف
pause,وقفه
pause,سکته
pause,مکث
pause,توقف
pauses,سکنات
pave,فرش کردن
pave,هموار کردن
pave,سنگفرش کردن
pave,اسفالت کردن
pave the way,زمينه فراهم کردن
paved,سنفرش شده
pavement,کف خيابان
pavement,سنگفرش
pavement,فرش
pavilion,درکلاه خيمه زدن
pavilion,غرفه نمايشگاه
